epoch,accuracy,loss,val_accuracy,val_loss
40,0.9209125638008118,0.21382293105125427,0.9078336954116821,0.27788281440734863
41,0.9211142063140869,0.21320907771587372,0.9075796008110046,0.27800971269607544
42,0.9214125275611877,0.21215127408504486,0.9079522490501404,0.2776285707950592
43,0.921799898147583,0.21112437546253204,0.9084151983261108,0.2764035761356354
44,0.9221562147140503,0.21023499965667725,0.907808244228363,0.2776023745536804
45,0.9222961068153381,0.20955276489257812,0.9082373380661011,0.2761748433113098
46,0.9226913452148438,0.20862820744514465,0.9089826345443726,0.2728002965450287
47,0.9228513240814209,0.2080114781856537,0.9092677235603333,0.27218326926231384
48,0.9230674505233765,0.2072088122367859,0.9094935655593872,0.2719019949436188
49,0.9233623147010803,0.20663592219352722,0.9089882373809814,0.27344784140586853
50,0.9235360622406006,0.2058376967906952,0.9092366695404053,0.2732720971107483
51,0.9238603711128235,0.2051096260547638,0.9102585911750793,0.26943227648735046
52,0.92392498254776,0.20477208495140076,0.9104392528533936,0.2682534456253052
53,0.9242631196975708,0.20372618734836578,0.9101513028144836,0.27079686522483826
54,0.9244237542152405,0.20339317619800568,0.9109361171722412,0.26808902621269226
55,0.9245216250419617,0.20270508527755737,0.9108654856681824,0.267311155796051
56,0.9247709512710571,0.20226478576660156,0.9114611744880676,0.2684193253517151
57,0.9249902367591858,0.2017168402671814,0.9115430116653442,0.26607391238212585
58,0.9251129031181335,0.20116645097732544,0.9106792211532593,0.26673492789268494
59,0.9252000451087952,0.20078617334365845,0.9109247922897339,0.26617926359176636
60,0.9253688454627991,0.20032668113708496,0.9117293357849121,0.26538026332855225
61,0.9255445003509521,0.19974298775196075,0.9119071960449219,0.265551894903183
62,0.9257480502128601,0.19937047362327576,0.9119382500648499,0.26459378004074097
63,0.9258252382278442,0.19887647032737732,0.9115232825279236,0.2652481496334076
64,0.9260774254798889,0.1983902007341385,0.9115204215049744,0.2652139365673065
65,0.9260663986206055,0.19806532561779022,0.9121951460838318,0.264189213514328
66,0.9262339472770691,0.19764211773872375,0.9124124646186829,0.26546910405158997
67,0.9262370467185974,0.19758084416389465,0.9124040007591248,0.26385000348091125
68,0.9265155792236328,0.19687384366989136,0.912508487701416,0.26393434405326843
69,0.9265811443328857,0.1963523030281067,0.9122233390808105,0.26273226737976074
70,0.9267953634262085,0.19592508673667908,0.9119636416435242,0.2643977701663971
71,0.9268838763237,0.1956552118062973,0.9121301770210266,0.26350927352905273
72,0.9270171523094177,0.1952301412820816,0.9128952026367188,0.26299336552619934
73,0.9270943403244019,0.19492198526859283,0.9137675166130066,0.2599930465221405
74,0.9272251129150391,0.1946324110031128,0.9133553504943848,0.26049479842185974
75,0.9272517561912537,0.19435115158557892,0.9126213788986206,0.26170310378074646
76,0.9274293184280396,0.19393159449100494,0.912553608417511,0.26113978028297424
77,0.9275058507919312,0.1936691403388977,0.9130250811576843,0.26089465618133545
78,0.9276564121246338,0.19327618181705475,0.9134259223937988,0.2615063190460205
